Lineage,Superorder,Orders_Scientific_Name_50MYA,Family.Scientific.Name,Scientific.Name,English.Name,NCBI.taxon.ID,Status,Assembly.ID,Sex.chromosomes.main.haploptype,sex,Accession_num_main_haplotype,RefSeq.annotation.main.haplotype,Accession_nums_other_high_quality_haplotypes,Assembly.tech,Assembly.Size,Num_of_contigs,CITES,Main.project,Second.project,Expected_sex_chromosomes,Hetergametic_Sequenced,Sexual.system,Sex_Chromosome_System_Karyotype,Genotypic,Environmental_SD,Assembled_PAR,Neo_Sex_Chr,Notes,FurtherInvestigation,Tried_KmerApproach,Validated_KmerApproach,PututativeSexChrs_IDed_KmerApproach,NotValidated_Kmer_Reason,DotPlots,Kmer.Notes,Mirror.Plot.comments,Tried_HalfDeep,Validated_HalfDeep,HalfDeep_Super_Sca_.50.,assemblyLevel,collection_date,geo_loc_name,sequencingTech,genomeCoverage,totalNumberOfChromosomes
Fishes,Actinopterygii (Ray-finned Fishes),Perciformes,Serranidae,Epinephelus lanceolatus,giant grouper,310571,,fEpiLan1,No,F,GCA_041903045.1,,,"HiFi, ONT, HiFiasm solo","1,089,387,278",183,,Individual,,NA,NA,hermaphrodite,NA,NA,No,,,protogynous hermaphrodite,,NA,NA,,,,,,N,not yet,NA,Chromosome,12/20/23,China,Oxford Nanopore,99.9,24
Fishes,Actinopterygii (Ray-finned Fishes),Perciformes,Serranidae,Epinephelus rankini,rankin cod,2930458,,fEpiMut1,No,UN,GCA_048129235.1,,GCA_048129065.1,"HiFi, Hifiasm Hi-C phasing","1,018,963,042",232,,Minderoo OceanOmics,,NA,NA,hermaphrodite,NA,NA,No,,,protogynous hermaphrodites,,Y,"NA; hermaphroditic, hap quality",In_progress,,Epinephelus_rankini_dotPlot_kmers_v2.1.pdf,chr17 chr20,,N,,NA,Chromosome,7/28/22,"Australia: Western Australia, Muirion Islands",PacBio Revio; Illumina NextSeq,60,24
Fishes,Actinopterygii (Ray-finned Fishes),Siluriformes,Siluridae,Silurus aristotelis,Aristotle's catfish,933932,4,fSilAri1,No,M,GCA_946808225.1,,,"HiFi, Hifiasm solo","800,118,513","1,036",,ERGA,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,9/30/21,Greece,"PacBio,Arima2",26,29
Fishes,Actinopterygii (Ray-finned Fishes),Pleuronectiformes,Soleidae,Microchirus variegatus,thickback sole,90074,,fMicVar1,No,F,GCA_963457635.1,,,,"724,676,885",641,,DToL,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,6/11/21,United Kingdom,"PacBio,Arima2",36,23
Fishes,Actinopterygii (Ray-finned Fishes),Spariformes,Sparidae,Acanthopagrus schlegelii,black porgy,72011,,fAcaSch1,No,M,GCA_041753875.1,,,"HiFi, ONT-UL, Hifiasm","714,975,658",24,,Individual,,NA,NA,hermaphrodite,NA,NA,No,,,protandric hermaphrodite,,,NA,,,,,,N,not yet,NA,Complete Genome,1/24/24,"China: Huizhou, Guangdong Provincial Fishery Test Center",Illumina; Oxford Nanopore; PacBio Sequel,86.14,24
Fishes,Actinopterygii (Ray-finned Fishes),Spariformes,Sparidae,Pagrus pagrus,common seabream,8173,,fPagPag1,No,UN,GCA_965226575.1,,GCA_965225695.1,"HiFi, Hifiasm Hi-C phasing","825,682,423","1,111",,DToL,,None,NA,hermaphrodite,None,NA,No,,,NA,,NA,NA,,,,,,Y,,no halfdeep,Chromosome,10/18/21,United Kingdom,"PacBio,Arima2",37,24
Fishes,Actinopterygii (Ray-finned Fishes),Carangiformes,Sphyraenidae,Sphyraena novaehollandiae,snook,1680617,,fSphNov1,,,,,,,,,,Minderoo OceanOmics,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishes,Actinopterygii (Ray-finned Fishes),Stomiatiformes/Stomiiformes,Stomiidae,Borostomias antarcticus,large-eye snaggletooth,473354,4,fBorAnt1,No,UN,GCA_949987555.1,,,"HiFi, Hifiasm solo","909,249,001","4,009",,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,33_98.5% | 29_91.2% | 37_86.8% | 30_84.1% | 18_72.7% | 13_72.4% | 20_71.6% | 21_70.1% | 28_67.4% | 10_67.1% | 34_66.3% | 4_65.7% | 12_63.6% | 11_62.7% | 35_62.1% | 25_62% | 36_61% | 14_60.9% | 23_60.6% | 6_58.6% | 2_58.4% | 32_56.4% | 19_56.2% | 8_55.2% | 9_54.2% | 24_53.5% | 22_53.4%,Chromosome,12/16/19,Southern Ocean,"PacBio,Arima2",68,37
Fishes,Actinopterygii (Ray-finned Fishes),Stomiatiformes/Stomiiformes,Stomiidae,Stomias gracilis,Boa dragonfish,1091428,,fStoGra1,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
Fishes,Actinopterygii (Ray-finned Fishes),Syngnathiformes,Syngnathidae,Syngnathus typhle,broad-nosed pipefish,161592,,fSynTyp1,No,UN,GCA_048301445.1,,GCA_048301605.1,"HiFi, Hifiasm Hi-C phasing","368,283,750",229,,Yggdrasil,,UN,UN,gonochorous,UN,UN,No,,,,,Y,N,In_progress,hap quality,Syngnathus_typhle_dotPlot_kmers_v2.1.pdf,chr8 - worth comparing with other pipefish?,,Y,,no halfdeep,Chromosome,9/14/22,Denmark: Koge,HiFi; HiC,60,22
Fishes,Actinopterygii (Ray-finned Fishes),Atheriniformes,Telmatherinidae,Telmatherina bonti,telmatherina bonti,446457,,fTelBon1,No,M,GCA_933228915.1,,,"HiFi, Hifiasm solo","986,039,709","1,475",,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,12/8/20,Germany,"PacBio,Arima2",36,24
Fishes,Actinopterygii (Ray-finned Fishes),Trachiniformes,Trachinidae,Echiichthys vipera,lesser weever,94984,4,fEchVip8,Has X and Y (sex unknown),UN,GCA_963691815.1,,,"HiFi, Hifiasm solo","800,398,249",739,,DToL,,UN,UN,gonochorous,UN,UN,No,,,How did they determine an XY system?? no sex chr found initially 10.12688/wellcomeopenres.24289.1,Y,,,,,,,,Y,,X_99.6% | Y_91.5%,Chromosome,11/18/21,United Kingdom,"PacBio,Arima2",34,25
Fishes,Actinopterygii (Ray-finned Fishes),Perciformes,Triglidae,Eutrigla gurnardus,grey gurnard,426098,,fEutGur1,No,UN,GCA_963514095.1,,,"HiFi, Hifiasm solo","680,483,561",319,,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,11/18/21,United Kingdom,"PacBio,Arima2",34,24
Fishes,Actinopterygii (Ray-finned Fishes),Zeiformes,Zeidae,Zeus faber,John dory,64108,4,fZeuFab8,No,UN,GCA_960531495.1,,,"HiFi, Hifiasm solo","804,731,948","1,078",,DToL,,complex XY,UN,gonochorous,complex XY,male heterogametic,No,,,Inconsistent reports https://royalsocietypublishing.org/doi/10.1098/rstb.2020.0098,,,,,,,,,Y,,no halfdeep,Chromosome,11/16/21,United Kingdom,"PacBio,Arima2",43,22
Fishes,Actinopterygii (Ray-finned Fishes),Perciformes,Zoarcidae,Lycodopsis pacificus,blackbelly eelpout,1772091,,fLycPai1,No,F,GCA_028022725.1,,GCA_028021495.1,"HiFi, Hifiasm Hi-C phasing","646,369,862",475,,VGP,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,10/21/21,"USA: Monterey Bay, California",PacBio Sequel II HiFi; Arima Hi-C v2,68,24
Fishes,Actinopterygii (Ray-finned Fishes),Perciformes,Zoarcidae,Melanostigma gelatinosum,limp eelpout,1091424,,fMelGel1.1,No,UN,GCA_949748355.1,,,"HiFi, Hifiasm solo","661,975,483","1,123",,DToL,,UN,UN,gonochorous,UN,UN,No,,,Possibly XY? https://wellcomeopenresearch.org/articles/9-192,,,,,,,,,Y,,no halfdeep,Chromosome,12/20/19,Southern Ocean,"PacBio,Arima2",39,24
Mammals,Afrotheria,Proboscidea,Elephantidae,Elephas maximus indicus,Asian elephant,99487,4,mEleMax1,Has X and Y,M,GCA_024166365.1,GCF_024166365.1,,"HiFi, Hifiasm solo","3,401,247,148",190,,VGP,colossal,XY,Y,gonochorous,XY,male heterogametic,No,N,,,,N,NA,NA,Alt hap not chrom-level,,,,Y,,X_93% | Y_75.4%,Chromosome,2016,USA: San Diego Zoo,PacBio Sequel II HiFi; Bionano optical mapping; Arima HiC,43,29
Mammals,Afrotheria,Proboscidea,Elephantidae,Loxodonta africana,African elephant,9785,,mLoxAfr1,Has X and Y,M,GCA_030014295.1,GCF_030014295.1,GCA_030020305.1,"HiFi, Hifiasm Hi-C phasing","3,540,893,228","1,111",,VGP,Colossal,XY,Y,gonochorous,XY,male heterogametic,No,,,,,N,NA,NA,Alt hap not chrom-level,,,,Y,,MT_100% | X_99.5% | Y_88.4%,Chromosome,2/22/22,"USA: Louisville Zoo, Kentucky",PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2,43,29
Mammals,Afrotheria,Sirenia,Dugongidae,Dugong dugon,dugong,29137,4,mDugDug1,Has X only,F,GCA_030035585.1,,GCA_030020955.1,"HiFi, Hifiasm Hi-C phasing","3,158,488,110",198,,VGP,,XX,N,gonochorous,XY,male heterogametic,No,,,,,N,NA,NA,Alt hap not chrom-level; homogametic sex,,,,Y,,no halfdeep,Chromosome,5/17/22,"Australia: Moreton Bay, Queensland",PacBio Sequel II HiFi; Dovetail OmniC,32,24
Mammals,Afrotheria,Macroscelidea,Macroscelididae,Rhynchocyon petersi,black and rufous elephant shrew,320637,4,mRhyPet1,Has X and Y,M,GCA_043290085.1,,GCA_043290065.1,"HiFi, Hifiasm Hi-C phasing","5,620,354,054","1,238",,VGP,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,Y,Y,NA,,Rhynchocyon_petersi_dotPlot_kmers_v2.1.pdf,,,Y,,X_98.6% | Y_95.8%,Chromosome,2023-05-07/2023-05-08,"USA: Bronx, New York",PacBio Revio HiFi; Arima Hi-C v2,29.2,13
Mammals,Afrotheria,Tenrecidae,Oryzorictinae,Tenrec ecaudatus,tailless tenrec,319815,3,mTenEca1,,,,,,,,,,VGP,,XY or XX,UN,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,,,,,,,,,
Mammals,Afrotheria,Hyracoidea,Procaviidae,Heterohyrax brucei,yellow-spotted rock hyrax,77598,4,mHetBru1,Has X and Y,M,GCA_028571685.1,,,"HiFi, Hifiasm solo","3,488,059,404",338,,VGP,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,N,NA,NA,Alt hap not chrom-level,,,,Y,,X_93.9%,Chromosome,6/27/12,"Germany: Opel Zoo, Kronberg im Taunus",PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2,35.04,28
Mammals,Afrotheria,Sirenia,Trichechidae,Trichechus inunguis,Amazon manatee,9777,,mTriInu1,Has X and Y,M,GCA_046562895.1,,GCA_046562985.1,"HiFi, Hifiasm Hi-C phasing","3,320,339,069",695,,Amazoomics : Genomics of Brazilian Biodiversity,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,Y,Y,NA,,Trichechus_inunguis_dotPlot_kmers_v2.1.pdf,,,N,,NA,Chromosome,5/28/24,"Brazil:Para, Porto de Moz",PacBio Sequel II,73,29
Fishes,Agnatha (Jawless Fishes),Myxiniformes,Myxinidae,Myxine glutinosa,Atlantic hagfish,7769,4,kmMyxGlut1,No,UN,GCA_964187855.1,,GCF_040869285.1,"HiFi, Hifiasm solo","3,057,523,704","8,416",,VGP,,UN,UN,gonochorous,UN,UN,UN,,,starts larval stage as hermaphrodite?,,,,,,,,,Y,,2_57.6% | 8_55.8% | 13_53.7% | 10_53% | 3_52.9% | 1_51.1% | 7_50.6% | 6_50.3% | 12_50.3% | 14_50.3% | 9_50.1%,Chromosome,6/14/21,Sweden,"PacBio,Arima2",30,14
Fishes,Agnatha (Jawless Fishes),Petromyzontiformes,Petromyzontidae,Lampetra fluviatilis,European river lamprey,7748,,kcLamFluv1,No,F,GCA_964198595.1,,,"HiFi, HiFiasm solo","1,042,458,987","3,291",,DToL,,UN,UN,gonochorous,UN,UN,No,,,"""a 20.67-cM sex determination region has been discovered onÃchromosome 5, and seven potential sex-determining genes have been identified""",,,,,,,,,Y,,82_95.8% | 67_89.5% | 66_87.5% | 70_86.3% | 61_85.5% | 73_79.8% | 68_79.3% | 65_78.7% | 63_76.1% | 75_73% | 62_72.9% | 55_71.1% | 58_68.6% | 52_68.1% | 59_65.6% | 64_65.2% | 56_63.4% | 71_56.7% | 79_53.5% | 45_51.8% | 57_51.6% | 60_50.7%,Chromosome,4/12/22,United Kingdom,"PacBio,Arima2",36,82
Fishes,Agnatha (Jawless Fishes),Petromyzontiformes,Petromyzontidae,Petromyzon marinus,sea lamprey,7757,4,kPetMar2,PM_G_Scaffold labels are germline chromosomes,M,GCA_048934315.1,,GCF_010993605.1,"CLR I, FALCON unzip","1,089,050,413","2,364",,VGP,,UN,UN,gonochorous,UN,UN,UN,,,SD unknown; PM_G_Scaffold labels are germline chromosomes,Y,,,,,,,,Y,,80_66%,,,,,,
Amphibians,Anura,Archaeobatrachia > Pelobatoidea (Scaphiopodidae),Scaphiopodidae,Spea bombifrons,plain spadefoot toad,233779,4,aSpeBom1,No,F,GCA_027358695.2,GCF_027358695.1,,"HiFi, Hifiasm solo","987,655,159",119,,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,7/1/19,"USA: Anton, Colorado",PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C,35.45,13
Amphibians,Anura,Archaeobatrachia > Discoglossoidea (Bombinatoridae),Bombinatoridae,Bombina bombina,European fire-bellied toad,8345,4,aBomBom1,No,M,GCA_027579735.1,GCF_027579735.1,,"CLR I, FALCON unzip","10,019,663,791","9,446",,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,2020-08,Poland: Ksiaz Wielki,PacBio Sequel I CLR,92.75,12
Amphibians,Anura,Neobatrachia > Hyloidea (Hylidae & Hemiphractidae),Hylidae,Dendropsophus ebraccatus,hourglass treefrog,150705,4,aDenEbr1,No,F,GCA_027789765.1,GCF_027789765.1,GCA_027789725.1,CLR I TrioCanu,"2,214,937,069","3,003",,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,3/28/18,"USA: Vassar College, Poughkeepsie, New York",PacBio Sequel I CLR; 10X Gemonics linked reads; Bionano Genomics DLS; Arima Genomics Hi-C v1; Illumina WGS on parents,69.99,15
Amphibians,Anura,Neobatrachia > (Myobatrachidae & Calyptocephalellidae),Myobatrachidae,Pseudophryne corroboree,Southern corroboree frog,495146,4,aPseCor3,No,M,GCA_028390025.1,GCF_028390025.1,GCA_028390055.1,"HiFi, Hifiasm Hi-C phasing","8,872,758,793","5,826",,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,NA; system unknown,,Chromosome,11/3/20,Australia: Melbourne,PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2,26.91,12
Amphibians,Anura,Neobatrachia > Hyloidea (Hylidae & Hemiphractidae),Hylidae,Hyla sarda,Sardinian treefrog,327740,,aHylSar1,No,F,GCA_029499605.1,GCF_029499605.1,GCA_029493135.1,"HiFi, Hifiasm Hi-C phasing","4,142,159,359","5,771",,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,1/6/19,"France: Corsica, Ghisonaccia",PacBio Sequel II HiFi,30,13
Amphibians,Anura,Neobatrachia > Hyloidea (Dendrobatidae & Aromobatidae),Dendrobatidae,Ranitomeya imitator,mimic poison frog,111125,4,aRanImi1,No,F,GCA_032444005.1,GCF_032444005.1,,"HiFi, Hifiasm Hi-C phasing","5,956,630,009","2,438",,Hypothalamus,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,11/15/21,"USA: Stanford University, Palo Alto",PacBio Sequel II HiFi; Dovetail OmniC,52.17,10
Amphibians,Anura,Neobatrachia > Hyloidea (Eleutherodactylidae),Eleutherodactylidae,Eleutherodactylus coqui,coqui,57060,4,aEleCoq1,No,M,GCA_035609145.1,GCF_035609145.1,GCA_035609135.1,"HiFi, Hifiasm Hi-C phasing","3,371,316,047","1,616",,VGP,,XY,Y,gonochorous,XY,male heterogametic,No,,,likely XY system,,Y,New,6; male heterogametic,,Eleutherodactylus_coqui_dotPlot_kmers_v2.1.pdf,look at chr6 and chr2,,Y,,no halfdeep,Chromosome,7/6/18,USA: Hawaii,PacBio Sequel II HiFi; Arima Hi-C v2,39,13
Amphibians,Anura,Archaeobatrachia > Pelobatoidea (Pelobatidae),Pelobatidae,Pelobates fuscus,common spadefoot toad,191477,4,aPelFus1,No,M,GCA_036172605.1,GCF_036172605.1,,"HiFi, Hifiasm solo merge","3,606,474,367",509,,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,11/3/21,Hungary: Kunpeszer,PacBio Sequel II HiFi; Arima Hi-C v2,25,13
Amphibians,Anura,Neobatrachia > Hyloidea (Leptodactylidae & Centrolenidae),Leptodactylidae,Engystomops pustulosus,tungara frog,76066,4,aEngPut4,No,F,GCA_040894005.1,GCF_040894005.1,GCA_040894015.1,"HiFi, Hifiasm trio","2,158,203,323","1,372",,VGP,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,4/5/22,"USA: Stockton, California",PacBio Revio HiFi; Arima Hi-C v2,38.6,11
Amphibians,Anura,Neobatrachia > Afrobatrachia> (Hyperoliidae & Brevicipitidae),Hyperoliidae,Hyperolius riggenbachi,Riggenbach's reed frog,752182,4,aHypRig1,No,M,GCA_040937935.1,GCF_040937935.1,,"HiFi, Hifiasm Hi-C phasing","4,915,935,452","3,516",,VGP,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,9/11/20,"USA: San Francisco, California",PacBio Sequel II HiFi; PacBio Revio HiFi; Arima Hi-C v2,43.06,12
Amphibians,Anura,Neobatrachia > Hyloidea (Bufonidae),Bufonidae,Bufo bufo,European toad,8384,4,aBufBuf1,No,M,GCA_905171765.1,GCF_905171765.1,,"CLR II, FALCON unzip","5,044,744,194","5,501",,DToL,,ZZ,N,gonochorous,homomorphic,female heterogametic,No,,,,,,,,,,,,Y,,MT_100%,Chromosome,7/1/15,United Kingdom,"PacBio,Illumina,BioNano,Arima",64,11
Amphibians,Anura,Neobatrachia > Ranoidea > Natatanura (Ranidae & Pyxicephalidae),Ranidae,Rana temporaria,European common frog,8407,4,aRanTem1,No,F,GCA_905171775.1,GCF_905171775.1,,"CLR II, FALCON unzip","4,111,422,596","2,411",,DToL,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,7/1/15,United Kingdom,"PacBio,Illumina,BioNano,Dovetail",63,13
Amphibians,Anura,Archaeobatrachia > Discoglossoidea (Alytidae),Alytidae,Discoglossus pictus,painted frog,8351,4,aDisPic1,No,F,GCA_027410445.1,,,"CLR I, FALCON unzip","3,872,602,052","4,999",,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,1/15/20,"Spain: Girona province, Pals",PacBio Sequel I CLR; 10X Gemonics linked reads; Bionano Genomics DLS; Arima Genomics Hi-C v1,127.63,14
Amphibians,Anura,Archaeobatrachia > Leiopelmatoidea (Ascaphidae & Leiopelmatidae),Ascaphidae,Ascaphus truei,coastal tailed frog,8439,4,aAscTru1,No,M,GCA_040206685.1,,GCA_040206675.1,"HiFi, Hifiasm Hi-C phasing","3,722,616,900","9,569",,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,Y,N,N,No outlier,Ascaphus_truei_dotPlot_kmers_v2.1.pdf,,,Y,NA; system unknown,SUPER_23_0.93 | SUPER_22_0.75 | SUPER_20_0.73 | SUPER_15_0.69 | SUPER_13_0.53 | SUPER_11_0.53 | SUPER_21_0.52 | SUPER_17_0.51,Chromosome,7/15/20,"USA: Polk County, Oregon",PacBio Sequel II HiFi; Arima Hi-C v2,29.42,23
Amphibians,Anura,Archaeobatrachia > Discoglossoidea (Bombinatoridae),Bombinatoridae,Bombina variegata,yellow-bellied toad,8348,,aBomVar4,No,M,GCA_964205295.1,,GCA_964205305.1,"HiFi, Hifiasm trio","9,369,791,316","11,428",,DToL,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,11/24/22,Poland,"PacBio,Arima2",26,12
Amphibians,Anura,Neobatrachia > Hyloidea (Dendrobatidae & Aromobatidae),Dendrobatidae,Anomaloglossus baeobatrachus,Edward's Rocket Frog,238106,,aAnoBae1,No,M,GCA_048569485.1,,GCA_048569465.1,"HiFi, Hifiasm Hi-C phasing","6,265,077,250","7,414",,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,2019-01,French Guiana,PacBio Sequel IIe HiFi; Arima Hi-C v2,23.1,12
Amphibians,Anura,Neobatrachia > Hyloidea (Leptodactylidae & Centrolenidae),Leptodactylidae,Leptodactylus fuscus,rufous frog,238119,,aLepFus1,No,F,GCA_031893055.1,,GCA_031893025.1,"HiFi, Hifiasm Hi-C phasing","2,197,996,823","2,242",,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,Y,N,N,hap quality,Leptodactylus_fuscus_dotPlot_kmers_v2.1.pdf,,,Y,NA; system unknown,,Chromosome,1/25/20,Colombia: Bogota,PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2,33.11,11
Amphibians,Anura,Neobatrachia > (Myobatrachidae & Calyptocephalellidae),Limnodynastidae,Mixophyes fleayi,Fleay's barred frog,3061075,,aMixFle1,No,M,GCA_038048845.1,,GCA_038048865.1,"HiFi, Hifiasm Hi-C phasing","2,969,628,263","4,227",,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,Y,N,N,No outlier,Mixophyes_fleayi_dotPlot_kmers_v2.1.pdf,,,Y,,no halfdeep,Chromosome,2/23/19,Australia: New South Wales,PacBio Sequel II Hifi; Bionano Genomics DLS; Arima Hi-C v2,25,12
Amphibians,Anura,Neobatrachia > (Myobatrachidae & Calyptocephalellidae),Limnodynastidae,Telmatobufo venustus,Chile Mountains false toad,107247,,aMixVen1,,,,,,,,,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amphibians,Anura,Neobatrachia > Ranoidea > Natatanura (Mantellidae & Ceratobatrachidae),Mantellidae,Mantella aurantiaca,golden mantella,43514,4,aManAur1,No,F,GCA_048565345.1,,GCA_048565335.1,"HiFi, Hifiasm Hi-C phasing","3,336,091,145","7,225",,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,5/31/10,Madagascar,PacBio Sequel IIe HiFi; PacBio Revio HiFi; Arima Hi-C v2,26.8,13
Amphibians,Anura,Neobatrachia > Ranoidea (Microhylidae),Microhylidae,Gastrophryne carolinensis,Eastern narrow-mouthed toad,8429,4,aGasCar1,No,UN,GCA_027917425.1,,GCA_027917415.1,"HiFi, Hifiasm Hi-C phasing","4,336,248,441","2,747",,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,Y,N,In_progress,hap quality,Gastrophryne_carolinensis_dotPlot_kmers_v2.1.pdf,chr6,,Y,NA; system unknown,,Chromosome,2/15/20,"USA: Atlanta, Georgia",PacBio Sequel II HiFi; Arima Hi-C v2,29.62,11
Amphibians,Anura,Archaeobatrachia > Pelobatoidea (Pelodytidae),Pelodytidae,Pelodytes ibericus,Iberian parsley frog,233781,4,aPelIbe1,No,M,GCA_036172795.1,,,"HiFi, Hifiasm solo merge","2,077,659,799",361,,VGP,,UN,Y,gonochorous,UN,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,2019-12,"Spain: Isla Mayor, Seville province",PacBio Sequel II HiFi; Arima Hi-C v2,30,12
Amphibians,Anura,Archaeobatrachia > Pipoidea (Pipidae),Pipidae,Xenopus petersii,Peter's clawed frog,288555,4,aXenPet1,No,F,GCA_038501925.1,,GCA_038501915.1,"HiFi, Hifiasm trio","2,883,796,191","1,388",,VGP,,UN,UN,gonochorous,UN,UN,No,,,Possibly ZW? Recent studies inconclusive 10.1371/journal.pgen.1010990,,,,,,,,,Y,,8S_55.2%,Chromosome,4/6/22,"USA: Xenopus Express, Brooksville, Florida",PacBio Sequel II HiFi; Arima Hi-C v2,36.3,18
Amphibians,Anura,Neobatrachia > Ranoidea > Natatanura (Ranidae & Pyxicephalidae),Ranidae,Pelophylax lessonae,pool frog,45623,,aPelLes1,No,F,GCA_965119305.1,,GCA_965119315.1,"HiFi, Hifiasm Hi-C phasing","5,811,227,458","4,371",,DToL,,XX,N,gonochorous,XY,male heterogametic,No,,,"All Pelophylax ToS entries are XY, homomorphic",,,,,,,,,Y,,no halfdeep,Chromosome,12/22/21,United Kingdom,"PacBio,Arima2",35,13
Amphibians,Anura,Neobatrachia > (Heleophrynidae & Rhinodermatidae),Rhinodermatidae,Rhinoderma darwinii,Darwin's frog,43563,3,aRhiDar1,,,,,,,,,,VGP,,XY or XX,UN,gonochorous,XY,male heterogametic,No,,,https://www.xenbase.org/xenbase/literature/article.do?method=display&articleId=60826,,,,,,,,,,,,,,,,,
Amphibians,Anura,Archaeobatrachia > Discoglossoidea (Rhinophrynidae),Rhinophrynidae,Rhinophrynus dorsalis,Mexican burrowing toad,43566,4,aRhiDor1,No,UN,GCA_037306005.1,,GCA_037306015.1,"HiFi, Hifiasm Hi-C phasing","4,745,569,335","2,496",,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,Y,N,N,hap quality,Rhinophrynus_dorsalis_dotPlot_kmers_v2.1.pdf,,,Y,,10_54.5%,Chromosome,10/27/20,"Mexico: Tetiz, Yucatan",PacBio Sequel II HiFi; Arima Hi-C v2,28.7,11
Amphibians,Anura,Archaeobatrachia > Pelobatoidea (Scaphiopodidae),Scaphiopodidae,Scaphiopus couchii,Couch's spadefoot toad,85089,,aScaCou1,,,,,,,,,,,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,,,,,,,,,
Amphibians,Anura,Archaeobatrachia > Pelobatoidea (Scaphiopodidae),Scaphiopodidae,Spea multiplicata,Mexican spadefoot toad,30317,,aSpeMul1,,,,,,,,,,,,UN,UN,gonochorous,UN,UN,No,,,https://academic.oup.com/dnaresearch/article/29/3/dsac013/6588074,,,,,,,,,,,,,,,,,
Birds,Caprimulgimorphae,Trochiliformes,Trochilidae,Calypte anna,Anna's hummingbird,9244,4,bCalAnn1,Has Z and W,F,GCA_003957555.2,GCF_003957555.1,,"CLR I, FALCON unzip","1,059,687,259",584,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,N,,,,,,,,,,,Y,,Z_96.1% | W_72%,Chromosome,,USA,PacBio RSII; 10X Genomics linked reads; Bionano Genomics DLS; Arima Genomics HiC,54,33
Birds,Caprimulgimorphae,Caprimulgiformes (Nyctibiidae),Nyctibiidae,Nyctibius grandis,great potoo,48427,4,bNycGra1,Has Z and W,F,GCA_013368605.1,GCF_013368605.1,,"CLR I, FALCON unzip","1,256,414,880",434,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,W_95.1% | Z_81.6%,Chromosome,10/15/10,"Guyana: St. Cuthbert's Mission Road, Linden Highway",PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,88.4,38
